"provinsi","kategori","kode_prov","kode_kategori","variable","value"
"Sumatera Utara","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","12","O","Total Input Antara","9671511.842795"
"Sumatera Utara","Jasa Pendidikan","12","P","Total Input Antara","11576280.789581"
"Sumatera Utara","Jasa Kesehatan dan Kegiatan Sosial","12","Q","Total Input Antara","6331277.6412479"
"Sumatera Utara","Jasa Lainnya","12","RSTU","Total Input Antara","6336896.9824989"
"Sumatera Barat","Pertanian, Kehutanan, dan Perikanan","13","A","Total Input Antara","10812142.338347"
"Sumatera Barat","Pertambangan dan Penggalian ","13","B","Total Input Antara","3042238.4788566"
"Sumatera Barat","Industri Pengolahan","13","C","Total Input Antara","29614985.95388"
"Sumatera Barat","Pengadaan Listrik dan Gas","13","D","Total Input Antara","3960611.4389929"
"Sumatera Barat","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","13","E","Total Input Antara","230961.80307332"
"Sumatera Barat","Konstruksi","13","F","Total Input Antara","25312933.386353"
"Sumatera Barat","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","13","G","Total Input Antara","10200159.885661"
"Sumatera Barat","Transportasi dan Pergudangan ","13","H","Total Input Antara","21716982.901799"
"Sumatera Barat","Penyediaan Akomodasi dan Makan Minum","13","I","Total Input Antara","8078111.5184729"
"Sumatera Barat","Informasi dan Komunikasi","13","J","Total Input Antara","6591601.3161389"
"Sumatera Barat","Jasa Keuangan dan Asuransi","13","K","Total Input Antara","1689969.5150281"
"Sumatera Barat","Real Estate","13","L","Total Input Antara","1977051.9823381"
"Sumatera Barat","Jasa Perusahaan","13","MN","Total Input Antara","1387954.1263087"
"Sumatera Barat","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","13","O","Total Input Antara","4824367.5395455"
"Sumatera Barat","Jasa Pendidikan","13","P","Total Input Antara","3565687.9205713"
"Sumatera Barat","Jasa Kesehatan dan Kegiatan Sosial","13","Q","Total Input Antara","2101338.1297803"
"Sumatera Barat","Jasa Lainnya","13","RSTU","Total Input Antara","2369659.9766789"
"Riau","Pertanian, Kehutanan, dan Perikanan","14","A","Total Input Antara","16274892.962891"
"Riau","Pertambangan dan Penggalian ","14","B","Total Input Antara","13873322.427512"
"Riau","Industri Pengolahan","14","C","Total Input Antara","260455319.8091"
"Riau","Pengadaan Listrik dan Gas","14","D","Total Input Antara","13154523.781733"
"Riau","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","14","E","Total Input Antara","158679.62043554"
"Riau","Konstruksi","14","F","Total Input Antara","58416869.787038"
"Riau","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","14","G","Total Input Antara","22704291.969971"
"Riau","Transportasi dan Pergudangan ","14","H","Total Input Antara","10313943.306356"
"Riau","Penyediaan Akomodasi dan Makan Minum","14","I","Total Input Antara","4356928.5513176"
"Riau","Informasi dan Komunikasi","14","J","Total Input Antara","4636416.2168431"
"Riau","Jasa Keuangan dan Asuransi","14","K","Total Input Antara","1766392.6775426"
"Riau","Real Estate","14","L","Total Input Antara","1907640.1968779"
"Riau","Jasa Perusahaan","14","MN","Total Input Antara","4228537.4821053"
"Riau","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","14","O","Total Input Antara","6660284.2680702"
"Riau","Jasa Pendidikan","14","P","Total Input Antara","3969085.0241341"
"Riau","Jasa Kesehatan dan Kegiatan Sosial","14","Q","Total Input Antara","4576617.427132"
"Riau","Jasa Lainnya","14","RSTU","Total Input Antara","3250164.7704497"
"Jambi","Pertanian, Kehutanan, dan Perikanan","15","A","Total Input Antara","8834829.99345"
"Jambi","Pertambangan dan Penggalian ","15","B","Total Input Antara","11620212.243168"
"Jambi","Industri Pengolahan","15","C","Total Input Antara","37771190.141964"
"Jambi","Pengadaan Listrik dan Gas","15","D","Total Input Antara","8107973.5879037"
"Jambi","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","15","E","Total Input Antara","216290.25126218"
"Jambi","Konstruksi","15","F","Total Input Antara","8325491.4003532"
"Jambi","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","15","G","Total Input Antara","9262823.9485374"
"Jambi","Transportasi dan Pergudangan ","15","H","Total Input Antara","8200454.4710214"
"Jambi","Penyediaan Akomodasi dan Makan Minum","15","I","Total Input Antara","3658322.1813252"
"Jambi","Informasi dan Komunikasi","15","J","Total Input Antara","3154285.6376249"
"Jambi","Jasa Keuangan dan Asuransi","15","K","Total Input Antara","931312.10819255"
"Jambi","Real Estate","15","L","Total Input Antara","1112896.3763838"
"Jambi","Jasa Perusahaan","15","MN","Total Input Antara","1835854.9013679"
"Jambi","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","15","O","Total Input Antara","3194527.974184"
"Jambi","Jasa Pendidikan","15","P","Total Input Antara","1741278.3818585"
"Jambi","Jasa Kesehatan dan Kegiatan Sosial","15","Q","Total Input Antara","1185917.8926534"
"Jambi","Jasa Lainnya","15","RSTU","Total Input Antara","973877.29603645"
"Sumatera Selatan","Pertanian, Kehutanan, dan Perikanan","16","A","Total Input Antara","19832642.114638"
"Sumatera Selatan","Pertambangan dan Penggalian ","16","B","Total Input Antara","46535026.224341"
"Sumatera Selatan","Industri Pengolahan","16","C","Total Input Antara","119293002.54295"
"Sumatera Selatan","Pengadaan Listrik dan Gas","16","D","Total Input Antara","21084094.833809"
"Sumatera Selatan","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","16","E","Total Input Antara","304796.37746006"
"Sumatera Selatan","Konstruksi","16","F","Total Input Antara","78865467.015708"
"Sumatera Selatan","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","16","G","Total Input Antara","22680724.090746"
"Sumatera Selatan","Transportasi dan Pergudangan ","16","H","Total Input Antara","14253120.610088"
"Sumatera Selatan","Penyediaan Akomodasi dan Makan Minum","16","I","Total Input Antara","9175086.333131"
"Sumatera Selatan","Informasi dan Komunikasi","16","J","Total Input Antara","6325398.2413217"
"Sumatera Selatan","Jasa Keuangan dan Asuransi","16","K","Total Input Antara","2553418.6746802"
"Sumatera Selatan","Real Estate","16","L","Total Input Antara","2920756.2614162"
"Sumatera Selatan","Jasa Perusahaan","16","MN","Total Input Antara","1423963.8333031"
"Sumatera Selatan","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","16","O","Total Input Antara","7231208.8614874"
"Sumatera Selatan","Jasa Pendidikan","16","P","Total Input Antara","4857295.0271444"
"Sumatera Selatan","Jasa Kesehatan dan Kegiatan Sosial","16","Q","Total Input Antara","3544752.3987212"
"Sumatera Selatan","Jasa Lainnya","16","RSTU","Total Input Antara","5807984.6063866"
"Bengkulu","Pertanian, Kehutanan, dan Perikanan","17","A","Total Input Antara","5146063.936504"
"Bengkulu","Pertambangan dan Penggalian ","17","B","Total Input Antara","2227346.0797117"
"Bengkulu","Industri Pengolahan","17","C","Total Input Antara","8411809.8400041"
"Bengkulu","Pengadaan Listrik dan Gas","17","D","Total Input Antara","931891.39279485"
"Bengkulu","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","17","E","Total Input Antara","38483.934294049"
"Bengkulu","Konstruksi","17","F","Total Input Antara","6320787.905425"
"Bengkulu","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","17","G","Total Input Antara","3428947.7790104"
"Bengkulu","Transportasi dan Pergudangan ","17","H","Total Input Antara","4201462.324335"
"Bengkulu","Penyediaan Akomodasi dan Makan Minum","17","I","Total Input Antara","1695173.141442"
"Bengkulu","Informasi dan Komunikasi","17","J","Total Input Antara","1135602.2229655"
"Bengkulu","Jasa Keuangan dan Asuransi","17","K","Total Input Antara","640446.09794937"
"Bengkulu","Real Estate","17","L","Total Input Antara","370121.21590383"
"Bengkulu","Jasa Perusahaan","17","MN","Total Input Antara","863287.0927008"
"Bengkulu","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","17","O","Total Input Antara","2541966.8264168"
"Bengkulu","Jasa Pendidikan","17","P","Total Input Antara","1124655.7591716"
"Bengkulu","Jasa Kesehatan dan Kegiatan Sosial","17","Q","Total Input Antara","970487.16641264"
"Bengkulu","Jasa Lainnya","17","RSTU","Total Input Antara","628667.8223038"
"Lampung","Pertanian, Kehutanan, dan Perikanan","18","A","Total Input Antara","14720759.509783"
"Lampung","Pertambangan dan Penggalian ","18","B","Total Input Antara","5122044.0391596"
"Lampung","Industri Pengolahan","18","C","Total Input Antara","81237472.316138"
"Lampung","Pengadaan Listrik dan Gas","18","D","Total Input Antara","8326438.3442908"
"Lampung","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","18","E","Total Input Antara","186754.61886788"
"Lampung","Konstruksi","18","F","Total Input Antara","32688276.909871"
"Lampung","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","18","G","Total Input Antara","16173784.172635"
"Lampung","Transportasi dan Pergudangan ","18","H","Total Input Antara","18775486.707639"
"Lampung","Penyediaan Akomodasi dan Makan Minum","18","I","Total Input Antara","7700846.8290383"
"Lampung","Informasi dan Komunikasi","18","J","Total Input Antara","4912193.9709019"
"Lampung","Jasa Keuangan dan Asuransi","18","K","Total Input Antara","1785463.8072399"
"Lampung","Real Estate","18","L","Total Input Antara","1982797.1978831"
"Lampung","Jasa Perusahaan","18","MN","Total Input Antara","1460361.2933838"
"Lampung","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","18","O","Total Input Antara","5607674.0047926"
"Lampung","Jasa Pendidikan","18","P","Total Input Antara","3657947.1360321"
"Lampung","Jasa Kesehatan dan Kegiatan Sosial","18","Q","Total Input Antara","2956394.1574174"
"Lampung","Jasa Lainnya","18","RSTU","Total Input Antara","3826612.0674874"
"Kep. Bangka Belitung","Pertanian, Kehutanan, dan Perikanan","19","A","Total Input Antara","2930433.9135734"
"Kep. Bangka Belitung","Pertambangan dan Penggalian ","19","B","Total Input Antara","2340707.0587595"
"Kep. Bangka Belitung","Industri Pengolahan","19","C","Total Input Antara","16147638.658006"
"Kep. Bangka Belitung","Pengadaan Listrik dan Gas","19","D","Total Input Antara","3102105.4476251"
"Kep. Bangka Belitung","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","19","E","Total Input Antara","50016.900745587"
"Kep. Bangka Belitung","Konstruksi","19","F","Total Input Antara","4332988.1413557"
"Kep. Bangka Belitung","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","19","G","Total Input Antara","2629189.4530511"
"Kep. Bangka Belitung","Transportasi dan Pergudangan ","19","H","Total Input Antara","4761156.0875163"
"Kep. Bangka Belitung","Penyediaan Akomodasi dan Makan Minum","19","I","Total Input Antara","2354173.5203808"
"Kep. Bangka Belitung","Informasi dan Komunikasi","19","J","Total Input Antara","534380.10984736"
"Kep. Bangka Belitung","Jasa Keuangan dan Asuransi","19","K","Total Input Antara","379086.03009581"
"Kep. Bangka Belitung","Real Estate","19","L","Total Input Antara","263753.32201144"
"Kep. Bangka Belitung","Jasa Perusahaan","19","MN","Total Input Antara","244465.01780949"
"Kep. Bangka Belitung","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","19","O","Total Input Antara","2282272.0006175"
"Kep. Bangka Belitung","Jasa Pendidikan","19","P","Total Input Antara","668252.66164835"
"Kep. Bangka Belitung","Jasa Kesehatan dan Kegiatan Sosial","19","Q","Total Input Antara","710744.41371056"
"Kep. Bangka Belitung","Jasa Lainnya","19","RSTU","Total Input Antara","312661.7917754"
"Kep. Riau","Pertanian, Kehutanan, dan Perikanan","21","A","Total Input Antara","2573250.4527639"
"Kep. Riau","Pertambangan dan Penggalian ","21","B","Total Input Antara","4809999.0553528"
"Kep. Riau","Industri Pengolahan","21","C","Total Input Antara","97751237.079327"
"Kep. Riau","Pengadaan Listrik dan Gas","21","D","Total Input Antara","9875718.9773447"
"Kep. Riau","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","21","E","Total Input Antara","290187.08855871"
"Kep. Riau","Konstruksi","21","F","Total Input Antara","28325641.55617"
"Kep. Riau","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","21","G","Total Input Antara","10721120.121287"
"Kep. Riau","Transportasi dan Pergudangan ","21","H","Total Input Antara","16469768.869546"
"Kep. Riau","Penyediaan Akomodasi dan Makan Minum","21","I","Total Input Antara","10385934.366384"
"Kep. Riau","Informasi dan Komunikasi","21","J","Total Input Antara","2512217.3744131"
"Kep. Riau","Jasa Keuangan dan Asuransi","21","K","Total Input Antara","1460335.74098"
"Kep. Riau","Real Estate","21","L","Total Input Antara","1994682.37251"
"Kep. Riau","Jasa Perusahaan","21","MN","Total Input Antara","2075211.1713075"
"Kep. Riau","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","21","O","Total Input Antara","4989239.1637836"
"Kep. Riau","Jasa Pendidikan","21","P","Total Input Antara","1272750.3820751"
"Kep. Riau","Jasa Kesehatan dan Kegiatan Sosial","21","Q","Total Input Antara","1089628.448569"
"Kep. Riau","Jasa Lainnya","21","RSTU","Total Input Antara","1613307.5352114"
"DKI Jakarta","Pertanian, Kehutanan, dan Perikanan","31","A","Total Input Antara","1066019.1376405"
"DKI Jakarta","Pertambangan dan Penggalian ","31","B","Total Input Antara","2394145.806948"
"DKI Jakarta","Industri Pengolahan","31","C","Total Input Antara","390560321.45099"
"DKI Jakarta","Pengadaan Listrik dan Gas","31","D","Total Input Antara","81096830.791594"
"DKI Jakarta","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","31","E","Total Input Antara","2572755.8316721"
"DKI Jakarta","Konstruksi","31","F","Total Input Antara","482726919.0321"
"DKI Jakarta","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","31","G","Total Input Antara","121963354.94668"
"DKI Jakarta","Transportasi dan Pergudangan ","31","H","Total Input Antara","113875072.07628"
"DKI Jakarta","Penyediaan Akomodasi dan Makan Minum","31","I","Total Input Antara","92133655.742559"
"DKI Jakarta","Informasi dan Komunikasi","31","J","Total Input Antara","85993505.907486"
"DKI Jakarta","Jasa Keuangan dan Asuransi","31","K","Total Input Antara","106965588.6438"
"DKI Jakarta","Real Estate","31","L","Total Input Antara","73924889.652708"
"DKI Jakarta","Jasa Perusahaan","31","MN","Total Input Antara","143755265.73339"
"DKI Jakarta","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","31","O","Total Input Antara","114101099.58408"
"DKI Jakarta","Jasa Pendidikan","31","P","Total Input Antara","46209592.40296"
"DKI Jakarta","Jasa Kesehatan dan Kegiatan Sosial","31","Q","Total Input Antara","43038527.700879"
"DKI Jakarta","Jasa Lainnya","31","RSTU","Total Input Antara","57270120.886667"
"Jawa Barat","Pertanian, Kehutanan, dan Perikanan","32","A","Total Input Antara","32857626.967039"
"Jawa Barat","Pertambangan dan Penggalian ","32","B","Total Input Antara","19689314.652394"
"Jawa Barat","Industri Pengolahan","32","C","Total Input Antara","968587008.91616"
"Jawa Barat","Pengadaan Listrik dan Gas","32","D","Total Input Antara","88164955.065454"
"Jawa Barat","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","32","E","Total Input Antara","2539134.7254113"
"Jawa Barat","Konstruksi","32","F","Total Input Antara","178347530.98485"
"Jawa Barat","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","32","G","Total Input Antara","111255605.31305"
"Jawa Barat","Transportasi dan Pergudangan ","32","H","Total Input Antara","81087487.022778"
"Jawa Barat","Penyediaan Akomodasi dan Makan Minum","32","I","Total Input Antara","74326998.720009"
"Jawa Barat","Informasi dan Komunikasi","32","J","Total Input Antara","28326055.2901"
"Jawa Barat","Jasa Keuangan dan Asuransi","32","K","Total Input Antara","13231513.068714"
"Jawa Barat","Real Estate","32","L","Total Input Antara","14426177.503059"
"Jawa Barat","Jasa Perusahaan","32","MN","Total Input Antara","22681548.72192"
"Jawa Barat","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","32","O","Total Input Antara","20244830.725035"
"Jawa Barat","Jasa Pendidikan","32","P","Total Input Antara","27499245.934352"
"Jawa Barat","Jasa Kesehatan dan Kegiatan Sosial","32","Q","Total Input Antara","18565050.20001"
"Jawa Barat","Jasa Lainnya","32","RSTU","Total Input Antara","20445217.534685"
"Jawa Tengah","Pertanian, Kehutanan, dan Perikanan","33","A","Total Input Antara","48921724.55176"
"Jawa Tengah","Pertambangan dan Penggalian ","33","B","Total Input Antara","11553064.021316"
"Jawa Tengah","Industri Pengolahan","33","C","Total Input Antara","469225524.74809"
"Jawa Tengah","Pengadaan Listrik dan Gas","33","D","Total Input Antara","44025461.412181"
"Jawa Tengah","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","33","E","Total Input Antara","1128025.7445222"
"Jawa Tengah","Konstruksi","33","F","Total Input Antara","177653917.07937"
"Jawa Tengah","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","33","G","Total Input Antara","77724829.552302"
"Jawa Tengah","Transportasi dan Pergudangan ","33","H","Total Input Antara","48714717.207455"
"Jawa Tengah","Penyediaan Akomodasi dan Makan Minum","33","I","Total Input Antara","54592522.175599"
"Jawa Tengah","Informasi dan Komunikasi","33","J","Total Input Antara","23560838.249244"
"Jawa Tengah","Jasa Keuangan dan Asuransi","33","K","Total Input Antara","9043568.8409371"
"Jawa Tengah","Real Estate","33","L","Total Input Antara","6845814.2293883"
"Jawa Tengah","Jasa Perusahaan","33","MN","Total Input Antara","6055144.4815404"
"Jawa Tengah","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","33","O","Total Input Antara","14081916.425486"
"Jawa Tengah","Jasa Pendidikan","33","P","Total Input Antara","19504612.331988"
"Jawa Tengah","Jasa Kesehatan dan Kegiatan Sosial","33","Q","Total Input Antara","14072879.951845"
